deal_id,acquirer,target,acquirer_ticker,announce_date,decision_date,close_or_termination_date,status,deal_value_usd_b,sector,deal_type,payment_type,cross_border,premium_pct,regulatory_risk,notes,primary_source,source_page,citation_count,source_quality_score
sap_ilytix_2005_4a467af4,SAP,ilytix,SAP,2005-01-01,2005-01-01,2005-01-01,completed,,Software,horizontal,unknown,yes,25,medium,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
sap_tomorrownow_2005_dacc1f83,SAP,TomorrowNow,SAP,2005-01-01,2005-01-01,2005-01-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
sap_dcs_quantum_2005_9d0beeb6,SAP,DCS Quantum,SAP,2005-02-01,2005-02-01,2005-02-01,completed,,Software,horizontal,unknown,yes,25,medium,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
intc_semiconductor_design_2005_3b6f95f7,Intel,Semiconductor design,INTC,2005-02-25,2005-02-25,2005-02-25,completed,,Semiconductors,horizontal,unknown,yes,25,medium,Israel,https://www.haaretz.com/2005-02-25/ty-article/intel-pays-cool-100-million-for-local-chip-startup-oplus/0000017f-f40e-d5bd-a17f-f63ebccb0000,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Intel,1,0.65
aapl_schemasoft_2005_d3d1b39d,Apple,SchemaSoft,AAPL,2005-03-01,2005-03-01,2005-03-01,completed,,Technology,horizontal,unknown,yes,25,medium,Software,https://news.cnet.com/Apple-swallows-SchemaSoft/2100-1047_3-5630368.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Apple,1,0.65
msft_en_tegrate_2005_55dee2e2,Microsoft,en'tegrate,MSFT,2005-03-02,2005-03-02,2005-03-02,completed,,Software,horizontal,unknown,no,25,low,Software,https://web.archive.org/web/20090803083041/http://www.alacrastore.com/storecontent/Thomson_M%26A/Avanade_Inc_acquires_en_tegrate-1643212020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_groove_networks_2005_adf1ce3a,Microsoft,Groove Networks,MSFT,2005-03-10,2005-03-10,2005-03-10,completed,,Software,horizontal,unknown,no,25,low,Community software,https://web.archive.org/web/20090803101155/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Groove_Networks_Inc-1649476020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_evincible_solutions_2005_015c400f,Microsoft,Evincible Solutions,MSFT,2005-03-20,2005-03-20,2005-03-20,completed,,Software,horizontal,unknown,no,25,low,Dynamics 365 Consultant,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,0,0.50
goog_urchin_software_corporation_2005_376abd4d,Alphabet,Urchin Software Corporation,GOOG,2005-03-28,2005-03-28,2005-03-28,completed,,Software,horizontal,unknown,yes,25,medium,Web analytics,https://www.google.com/intl/en/press/pressrel/urchin.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
aapl_fingerworks_2005_8ca39c9e,Apple,FingerWorks,AAPL,2005-04-01,2005-04-01,2005-04-01,completed,,Technology,horizontal,unknown,no,25,low,Gesture recognition company,http://appleinsider.com/articles/10/01/23/inside_the_multitouch_fingerworks_tech_in_apples_tablet,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Apple,2,0.65
msft_messagecast_2005_726857f8,Microsoft,MessageCast,MSFT,2005-05-11,2005-05-11,2005-05-11,completed,,Software,horizontal,unknown,no,25,low,Messaging,https://web.archive.org/web/20090803093757/http://www.alacrastore.com/storecontent/Thomson_M%26A/MSN_acquires_MessageCast_Inc-1664370020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_dodgeball_2005_711f7338,Alphabet,Dodgeball,GOOG,2005-05-12,2005-05-12,2005-05-12,completed,,Software,horizontal,unknown,yes,25,medium,Social networking service,https://www.engadget.com/2005/05/12/google-buys-dodgeball/,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
msft_tsinghua_shenxun_cert_asts_2005_ee5ea996,Microsoft,Tsinghua-Shenxun-Cert Asts,MSFT,2005-05-31,2005-05-31,2005-05-31,completed,,Software,horizontal,unknown,yes,25,medium,Certain assets,https://web.archive.org/web/20090805084520/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Tsinghua_Shenxun_Cert_Asts_from_Tsinghua_Shenxun_Science-1666859040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
sap_lighthammer_2005_e14207d2,SAP,Lighthammer,SAP,2005-06-01,2005-06-01,2005-06-01,completed,,Software,horizontal,unknown,no,25,low,,https://www.informationweek.com/sap-acquires-lighthammer-to-beef-up-manu/164901877,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,1,0.65
msft_sybari_software_2005_0ff68cf8,Microsoft,Sybari Software,MSFT,2005-06-21,2005-06-21,2005-06-21,completed,,Software,horizontal,unknown,no,25,low,Software,https://web.archive.org/web/20090803103208/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Sybari_Software_Inc-1638069020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_reqwireless_2005_3b573181,Alphabet,Reqwireless,GOOG,2005-07-01,2005-07-01,2005-07-01,completed,,Software,horizontal,unknown,yes,25,medium,Mobile browser,https://www.theregister.co.uk/2006/01/10/mobile_can_goog/,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
goog_akwan_information_technologies_2005_7a0ed63a,Alphabet,Akwan Information Technologies,GOOG,2005-07-19,2005-07-19,2005-07-19,completed,,Software,horizontal,unknown,yes,25,medium,Search engines,https://www.google.com/press/pressrel/latam_office.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
goog_android_2005_9c2bbada,Alphabet,Android,GOOG,2005-08-17,2005-08-17,2005-08-17,completed,50000.000,Software,horizontal,unknown,no,25,high,Mobile operating system,http://www.gizmodo.com.au/2011/08/googles-16-biggest-acquisitions-so-far-and-what-happened-to-them/,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,3,0.65
intc_xml_software_2005_cb936a5f,Intel,XML software,INTC,2005-08-17,2005-08-17,2005-08-17,completed,,Semiconductors,horizontal,unknown,yes,25,medium,United States,https://www.forbes.com/2005/08/17/intel-sarvega-acquisition-0817markets20.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Intel,1,0.65
msft_teleo_2005_b1e90ba4,Microsoft,Teleo,MSFT,2005-08-29,2005-08-29,2005-08-29,completed,,Software,horizontal,unknown,no,25,low,VoIP,https://web.archive.org/web/20090804193124/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Teleo_Inc-1689842020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_frontbridge_technologies_2005_96f97ebd,Microsoft,FrontBridge Technologies,MSFT,2005-08-31,2005-08-31,2005-08-31,completed,,Software,horizontal,unknown,no,25,low,Email protection,https://web.archive.org/web/20090803105615/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_FrontBridge_Technologies_Inc-1680744020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
sap_triversity_2005_1c4c24dc,SAP,Triversity,SAP,2005-09-01,2005-09-01,2005-09-01,completed,,Software,horizontal,unknown,yes,25,medium,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
msft_alacris_2005_dead9f40,Microsoft,Alacris,MSFT,2005-09-19,2005-09-19,2005-09-19,completed,,Software,horizontal,unknown,no,25,low,Certificate management software,https://web.archive.org/web/20090803101122/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Alacris_Inc-1694694040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_skia_2005_7d357d47,Alphabet,Skia,GOOG,2005-11-01,2005-11-01,2005-11-01,completed,,Software,horizontal,unknown,yes,25,medium,Graphics library,https://web.archive.org/web/20090113181301/http://www.newsobserver.com/685/story/529318.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,2,0.70
sap_callixa_2005_147f1151,SAP,Callixa,SAP,2005-11-01,2005-11-01,2005-11-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
sap_khimetrics_2005_ba8ef470,SAP,Khimetrics,SAP,2005-11-01,2005-11-01,2005-11-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
msft_media_streams_com_2005_20a0d4ce,Microsoft,media-streams.com,MSFT,2005-11-03,2005-11-03,2005-11-03,completed,,Software,horizontal,unknown,yes,25,medium,Software,https://web.archive.org/web/20090803083255/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_media_streams_com_AG-1708989040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_5th_finger_2005_ceffd49c,Microsoft,5th Finger,MSFT,2005-11-17,2005-11-17,2005-11-17,completed,,Software,horizontal,unknown,yes,25,medium,Mobile,https://web.archive.org/web/20090803094014/http://www.alacrastore.com/storecontent/Thomson_M%26A/ninemsn_Pty_Ltd_acquires_5th_Finger-1712770040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
sap_sap_systems_integration_2005_81f7a881,SAP,SAP Systems Integration,SAP,2005-12-01,2005-12-01,2005-12-01,completed,,Software,horizontal,unknown,yes,25,medium,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
goog_phatbits_2005_a1418966,Alphabet,Phatbits,GOOG,2005-12-27,2005-12-27,2005-12-27,completed,,Software,horizontal,unknown,yes,25,medium,Widget engine,https://web.archive.org/web/20131020105546/http://news.cnet.com/8301-10784_3-9736281-7.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,2,0.70
goog_allpay_2005_7fc3d552,Alphabet,allPAY,GOOG,2005-12-31,2005-12-31,2005-12-31,completed,,Software,horizontal,unknown,yes,25,medium,Mobile software,https://www.sec.gov/Archives/edgar/data/1288776/000119312508032690/dex2101.htm,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.95
goog_dmarc_broadcasting_2006_e78f37b2,Alphabet,dMarc Broadcasting,GOOG,2006-01-17,2006-01-17,2006-01-17,completed,102000.000,Software,horizontal,unknown,no,25,high,Advertising,https://web.archive.org/web/20120401230914/http://www.informationweek.com/news/177100734,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,2,0.70
msft_umt_software_and_ip_assets_2006_c71cd50d,Microsoft,UMT-Software and IP Assets,MSFT,2006-01-19,2006-01-19,2006-01-19,completed,,Software,horizontal,unknown,no,25,low,Software,https://web.archive.org/web/20090803083204/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_UMT_Software_and_IP_Assets_from_UMT-1721431020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
intc_xml_software_2006_398fa48d,Intel,XML software,INTC,2006-02-08,2006-02-08,2006-02-08,completed,,Semiconductors,horizontal,unknown,yes,25,medium,United States,https://www.eetimes.com/intel-buys-into-xml-processing-with-conformative/,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Intel,1,0.65
msft_motionbridge_2006_2635a971,Microsoft,MotionBridge,MSFT,2006-02-13,2006-02-13,2006-02-13,completed,,Software,horizontal,unknown,yes,25,medium,Search,https://web.archive.org/web/20090803093832/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_MotionBridge_SA-1735829040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_seadragon_software_2006_1fd6f56b,Microsoft,Seadragon Software,MSFT,2006-02-13,2006-02-13,2006-02-13,completed,,Software,horizontal,unknown,no,25,low,Software,https://web.archive.org/web/20090804194532/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Seadragon_Software-1732059020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_measure_map_2006_e0010e5d,Alphabet,Measure Map,GOOG,2006-02-14,2006-02-14,2006-02-14,completed,,Software,horizontal,unknown,yes,25,medium,Weblog software,http://googleblog.blogspot.com/2006/02/here-comes-measure-map.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
msft_apptimum_2006_e83ae080,Microsoft,Apptimum,MSFT,2006-03-07,2006-03-07,2006-03-07,completed,,Software,horizontal,unknown,no,25,low,Software,https://web.archive.org/web/20090804183348/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Apptimum_Inc-1740892020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_onfolio_2006_19b21d0c,Microsoft,Onfolio,MSFT,2006-03-07,2006-03-07,2006-03-07,completed,,Software,horizontal,unknown,no,25,low,Internet software,https://web.archive.org/web/20090803111613/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Onfolio_Inc-1741219020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_upstartle_2006_aa0f28b5,Alphabet,Upstartle,GOOG,2006-03-09,2006-03-09,2006-03-09,completed,,Software,horizontal,unknown,yes,25,medium,Word processor,https://news.cnet.com/2100-1032_3-6048136.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
goog_last_software_2006_519fd666,Alphabet,@Last Software,GOOG,2006-03-14,2006-03-14,2006-03-14,completed,,Software,horizontal,unknown,yes,25,medium,3D modeling software,https://news.cnet.com/Google-acquires-Last-Software/2100-1030_3-6049511.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
sap_virsa_systems_2006_1e318f8f,SAP,Virsa Systems,SAP,2006-04-01,2006-04-01,2006-04-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
msft_lionhead_studios_2006_ff682d98,Microsoft,Lionhead Studios,MSFT,2006-04-06,2006-04-06,2006-04-06,completed,,Software,horizontal,unknown,yes,25,medium,Video games,https://web.archive.org/web/20090803112225/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Game_Studios_acquires_Lionhead_Studios-1749705040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_orion_2006_14842588,Alphabet,Orion,GOOG,2006-04-09,2006-04-09,2006-04-09,completed,,Software,horizontal,unknown,yes,25,medium,Web search engine,https://www.theregister.co.uk/2006/04/10/google_buys_orion/,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
msft_assetmetrix_2006_b201771a,Microsoft,AssetMetrix,MSFT,2006-04-26,2006-04-26,2006-04-26,completed,,Software,horizontal,unknown,yes,25,medium,Enterprise asset intelligence (SaaS),https://web.archive.org/web/20090803093812/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_AssetMetrix_Corp-1762636040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
sap_frictionless_commerce_2006_efecad77,SAP,Frictionless Commerce,SAP,2006-05-01,2006-05-01,2006-05-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
msft_massive_incorporated_2006_ce2a0e22,Microsoft,Massive Incorporated,MSFT,2006-05-04,2006-05-04,2006-05-04,completed,,Software,horizontal,unknown,no,25,low,Video game advertising,https://web.archive.org/web/20090805051702/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Massive_Inc-1755821020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_vexcel_2006_7295a847,Microsoft,Vexcel,MSFT,2006-05-04,2006-05-04,2006-05-04,completed,,Software,horizontal,unknown,no,25,low,Mapping software,https://web.archive.org/web/20090803083209/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Vexcel_Corp-1744676020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_deepmetrix_2006_35d2d48d,Microsoft,DeepMetrix,MSFT,2006-05-15,2006-05-15,2006-05-15,completed,,Software,horizontal,unknown,no,25,low,Web log analysis,https://web.archive.org/web/20090803103133/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_DeepMetrix_Corp-1767498040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_2web_technologies_2006_517889b9,Alphabet,2Web Technologies,GOOG,2006-06-01,2006-06-01,2006-06-01,completed,,Software,horizontal,unknown,no,25,low,Online spreadsheets,https://web.archive.org/web/20090108070645/http://weblog.infoworld.com/techwatch/archives/006662.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,4,0.70
msft_proclarity_2006_5159ef6a,Microsoft,ProClarity,MSFT,2006-06-06,2006-06-06,2006-06-06,completed,,Software,horizontal,unknown,no,25,low,Analysis software,https://web.archive.org/web/20090803111625/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_ProClarity_Corp-1748566020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_iview_multimedia_2006_416c6e74,Microsoft,iView Multimedia,MSFT,2006-06-27,2006-06-27,2006-06-27,completed,,Software,horizontal,unknown,yes,25,medium,Digital asset management,https://web.archive.org/web/20090803112221/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_iView_Multimedia_Ltd-1782142040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
sap_praxis_software_solutions_2006_eed401d7,SAP,Praxis Software Solutions,SAP,2006-07-01,2006-07-01,2006-07-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
msft_softricity_2006_b49790a1,Microsoft,Softricity,MSFT,2006-07-17,2006-07-17,2006-07-17,completed,,Software,horizontal,unknown,no,25,low,Application virtualization software,https://web.archive.org/web/20090804173913/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Softricity_Inc-1762035020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_winternals_software_2006_bed12710,Microsoft,Winternals Software,MSFT,2006-07-18,2006-07-18,2006-07-18,completed,,Software,horizontal,unknown,no,25,low,Software,https://web.archive.org/web/20090803090456/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Winternals_Software_LP-1777582020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_whale_communications_2006_42a4c8e7,Microsoft,Whale Communications,MSFT,2006-07-26,2006-07-26,2006-07-26,completed,,Software,horizontal,unknown,yes,25,medium,Applications,https://web.archive.org/web/20090803111640/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Whale_Communications_Ltd-1761244020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_neven_vision_germany_2006_b2e7eb50,Alphabet,Neven Vision Germany,GOOG,2006-08-15,2006-08-15,2006-08-15,completed,,Software,horizontal,unknown,yes,25,medium,Computer vision,http://googleblog.blogspot.com/2006/08/better-way-to-organize-photos.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
msft_gteko_2006_675d960e,Microsoft,Gteko,MSFT,2006-09-26,2006-09-26,2006-09-26,completed,,Software,horizontal,unknown,yes,25,medium,Applications,https://web.archive.org/web/20090803083126/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Gteko_Ltd-1797932040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_desktopstandard_2006_94c5c361,Microsoft,DesktopStandard,MSFT,2006-10-02,2006-10-02,2006-10-02,completed,,Software,horizontal,unknown,no,25,low,Applications,https://web.archive.org/web/20090803105602/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_DesktopStandard_Corp-1798596020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_youtube_2006_fa921a32,Alphabet,YouTube,GOOG,2006-10-09,2006-10-09,2006-10-09,completed,1650000.000,Software,horizontal,unknown,no,25,high,Video sharing,https://money.cnn.com/2006/10/09/technology/googleyoutube_deal/index.htm?cnn=yes,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,2,0.65
msft_colloquis_2006_9eaae797,Microsoft,Colloquis,MSFT,2006-10-12,2006-10-12,2006-10-12,completed,,Software,horizontal,unknown,no,25,low,Natural language software,https://web.archive.org/web/20090609064900/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Colloquis_Inc-1801372020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
aapl_silicon_color_2006_ee777d96,Apple,Silicon Color,AAPL,2006-10-16,2006-10-16,2006-10-16,completed,,Technology,horizontal,unknown,no,25,low,Software,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Silicon_Color_Inc-1802481020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Apple,1,0.65
goog_jotspot_2006_fe8f998b,Alphabet,JotSpot,GOOG,2006-10-31,2006-10-31,2006-10-31,completed,,Software,horizontal,unknown,yes,25,medium,Web application,https://web.archive.org/web/20111202005749/http://www.pcworld.com/article/127718/google_buys_jotspot_offers_free_wiki_pages.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,2,0.70
sap_factory_logic_2006_7b22fde4,SAP,Factory Logic,SAP,2006-12-01,2006-12-01,2006-12-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
aapl_proximity_2006_cce81457,Apple,Proximity,AAPL,2006-12-04,2006-12-04,2006-12-04,completed,,Technology,horizontal,unknown,yes,25,medium,Software,http://www.macobserver.com/article/2006/12/05.2.shtml,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Apple,1,0.65
goog_endoxon_2006_a696dd20,Alphabet,Endoxon,GOOG,2006-12-18,2006-12-18,2006-12-18,completed,28000.000,Software,horizontal,unknown,yes,25,high,Mapping,http://www.infoworld.com/t/data-management/google-buys-endoxon-483,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
sap_pilot_software_2007_a8b2b482,SAP,Pilot Software,SAP,2007-02-01,2007-02-01,2007-02-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
goog_adscape_2007_484a7171,Alphabet,Adscape,GOOG,2007-02-16,2007-02-16,2007-02-16,completed,23000.000,Software,horizontal,unknown,no,25,high,In-game advertising,https://www.usatoday.com/tech/gaming/2007-03-18-google-adscape_N.htm,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
msft_medstory_2007_94d018d2,Microsoft,Medstory,MSFT,2007-03-09,2007-03-09,2007-03-09,completed,,Software,horizontal,unknown,no,25,low,Internet search engine,https://web.archive.org/web/20090803083132/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Medstory_Inc-1843096020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_trendalyzer_2007_5da40437,Alphabet,Trendalyzer,GOOG,2007-03-16,2007-03-16,2007-03-16,completed,,Software,horizontal,unknown,yes,25,medium,Statistical software,https://www.forbes.com/2007/03/16/google-trendalyzer-gapminder-tech-internet_cx_rr_0316google.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
msft_devbiz_business_solutions_2007_abac8763,Microsoft,devBiz Business Solutions,MSFT,2007-03-26,2007-03-26,2007-03-26,completed,,Software,horizontal,unknown,no,25,low,Software tools,https://web.archive.org/web/20090803105748/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_devBiz_Business_Solutions_LLC-1854098020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
goog_doubleclick_2007_64476724,Alphabet,DoubleClick,GOOG,2007-04-13,2007-04-13,2007-04-13,completed,3100000.000,Software,horizontal,unknown,no,25,high,Online advertising,http://googleblog.blogspot.com/2007/04/next-step-in-google-advertising.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,4,0.65
goog_tonic_systems_2007_5df61302,Alphabet,Tonic Systems,GOOG,2007-04-17,2007-04-17,2007-04-17,completed,,Software,horizontal,unknown,yes,25,medium,Presentation program,http://googleblog.blogspot.com/2007/04/were-expecting.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
goog_marratech_2007_c672db94,Alphabet,Marratech,GOOG,2007-04-19,2007-04-19,2007-04-19,completed,15000.000,Software,horizontal,unknown,yes,25,high,Videoconferencing,http://googleblog.blogspot.com/2007/04/collaborating-with-marratech.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,1,0.65
sap_maxware_2007_7c8772d5,SAP,MaXware,SAP,2007-05-01,2007-05-01,2007-05-01,completed,,Software,horizontal,unknown,yes,25,medium,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
